run_tag,checkpoint_meets_constraints,targets_met,target_gap,auc,pr_auc,sel_score,acc,prec,rec,spec,bal_acc,f1,worst_spec,worst_rec,report_path
featup_target_v1_20260308,True,False,0.212264150994126,0.5849122807017544,0.5964616606916203,0.5920991303482792,0.5562913907284768,0.537735849005874,0.7599999998986667,0.35526315784799173,0.5576315788733293,0.6298342492207198,0.3478260869061122,0.7567567566544924,/Users/venturit/Documents/GitHub/FYP/CausalX-Project/backend/models/featup_target_v1_20260308/cfn_threshold_report.json
featup_target_balB_nb,False,False,0.25000000003333334,0.47719298245614034,0.48489816788437456,0.5344202856940391,0.5033112582781457,0.49999999996666666,0.9999999998666668,0.013157894735110804,0.5065789473008888,0.6666666621629631,0.0,0.9999999900000002,/Users/venturit/Documents/GitHub/FYP/CausalX-Project/backend/models/featup_target_balB_nb/cfn_threshold_report.json
featup_target_precA_nb,False,False,0.3000000000333334,0.4768421052631579,0.48457963071800864,0.5344202856940391,0.5033112582781457,0.49999999996666666,0.9999999998666668,0.013157894735110804,0.5065789473008888,0.6666666621629631,0.0,0.9999999900000002,/Users/venturit/Documents/GitHub/FYP/CausalX-Project/backend/models/featup_target_precA_nb/cfn_threshold_report.json
